evid	ra	dec	LD	mag
8738.000000	152.200000	-36.800000	164.000000	-21.765618
8739.000000	222.500000	44.800000	168.000000	-19.084434
8740.000000	106.400000	7.700000	141.000000	-17.153792
8741.000000	72.300000	0.300000	201.000000	-21.682653
8742.000000	19.900000	52.900000	143.000000	-17.142754
8743.000000	82.700000	-61.200000	209.000000	-18.291348
8744.000000	4.400000	-36.500000	193.000000	-20.157225
8745.000000	208.000000	15.500000	195.000000	-17.753895
8746.000000	88.300000	-62.000000	208.000000	-19.667800
8747.000000	127.800000	31.800000	195.000000	-20.560661
8748.000000	65.400000	36.500000	199.000000	-18.421991
8749.000000	28.800000	-19.200000	190.000000	-18.356380
8750.000000	134.300000	-39.900000	97.000000	-19.910442
8751.000000	39.700000	-50.900000	196.000000	-18.695415
8752.000000	56.100000	-47.400000	180.000000	-17.950691
8753.000000	310.900000	80.400000	213.000000	-17.858650
8754.000000	10.000000	-36.800000	191.000000	-17.449589
8755.000000	292.900000	-5.600000	182.000000	-19.919768
8756.000000	19.700000	-34.600000	186.000000	-19.910042
8757.000000	246.200000	10.700000	208.000000	-18.425721
8758.000000	238.900000	28.900000	117.000000	-17.196081
8759.000000	178.600000	47.000000	111.000000	-17.970468
8760.000000	210.700000	-26.300000	133.000000	-17.733341
8761.000000	26.500000	-3.700000	216.000000	-19.318496
8762.000000	242.300000	4.500000	219.000000	-20.184909
8763.000000	157.200000	39.700000	210.000000	-20.319062
8764.000000	32.900000	10.500000	108.000000	-19.353322
8765.000000	66.700000	-40.900000	145.000000	-20.310684
8766.000000	274.500000	-21.800000	188.000000	-17.409432
8767.000000	270.200000	3.200000	197.000000	-20.758972
8768.000000	14.200000	63.900000	161.000000	-19.216781
8769.000000	183.500000	40.700000	206.000000	-17.410912
8770.000000	75.900000	-65.400000	151.000000	-17.707276
8771.000000	332.100000	18.200000	215.000000	-17.452329
8772.000000	351.300000	31.600000	214.000000	-17.698697
8773.000000	152.800000	43.700000	139.000000	-17.869592
8774.000000	270.700000	-13.900000	212.000000	-19.068410
8775.000000	192.000000	43.800000	190.000000	-19.470422
8776.000000	28.900000	57.900000	133.000000	-20.482578
8777.000000	258.800000	-6.800000	192.000000	-18.667362
8778.000000	221.100000	51.000000	95.000000	-18.793493
8779.000000	42.500000	17.500000	147.000000	-19.765546
8780.000000	318.000000	-37.600000	156.000000	-19.310367
8781.000000	170.500000	-42.800000	198.000000	-18.363530
8782.000000	39.600000	11.900000	174.000000	-17.561331
8783.000000	185.300000	45.300000	217.000000	-18.539571
8784.000000	56.700000	-54.100000	193.000000	-19.615862
8785.000000	81.200000	-17.500000	130.000000	-20.706280
8786.000000	215.200000	-17.600000	213.000000	-18.694677
8787.000000	23.600000	-27.400000	154.000000	-19.454349
8788.000000	24.900000	51.000000	208.000000	-18.278240
8789.000000	308.000000	24.900000	175.000000	-17.240474
8790.000000	172.200000	19.900000	84.000000	-19.617586
8791.000000	100.500000	44.100000	199.000000	-19.371142
8792.000000	32.600000	-24.000000	92.000000	-21.178455
8793.000000	173.700000	-7.100000	193.000000	-18.127485
8794.000000	328.100000	-44.000000	176.000000	-19.635449
8795.000000	301.700000	1.200000	194.000000	-19.367614
8796.000000	296.100000	12.500000	109.000000	-18.821163
8797.000000	154.100000	-21.700000	156.000000	-17.527665
8798.000000	218.000000	-25.500000	121.000000	-18.907612
8799.000000	293.100000	-47.800000	200.000000	-20.569798
8800.000000	5.300000	-6.900000	213.000000	-19.056702
8801.000000	278.500000	10.700000	182.000000	-19.403036
8802.000000	158.300000	7.000000	99.000000	-17.804105
8803.000000	201.400000	15.600000	100.000000	-19.013653
8804.000000	328.100000	-43.600000	165.000000	-17.741213
8805.000000	158.700000	5.800000	111.000000	-18.059020
8806.000000	255.500000	-43.100000	216.000000	-21.024398
8807.000000	167.300000	-1.100000	212.000000	-17.523988
8808.000000	177.600000	53.400000	207.000000	-20.861595
8809.000000	172.200000	-31.000000	132.000000	-17.462041
8810.000000	130.200000	-47.400000	156.000000	-17.751628
8811.000000	358.600000	0.800000	204.000000	-21.365828
8812.000000	175.200000	-10.800000	189.000000	-20.548678
8813.000000	51.400000	7.600000	218.000000	-18.165360
8814.000000	323.700000	-7.200000	167.000000	-18.127644
8815.000000	70.000000	36.700000	214.000000	-17.055090
8816.000000	99.700000	-57.000000	186.000000	-21.964275
8817.000000	191.100000	23.100000	25.000000	-19.123917
8818.000000	41.600000	-14.500000	98.000000	-18.322401
8819.000000	136.800000	-48.100000	146.000000	-17.598026
8820.000000	190.700000	2.100000	144.000000	-17.811215
8821.000000	31.000000	46.000000	187.000000	-20.924376
8822.000000	115.900000	3.800000	206.000000	-18.510794
8823.000000	127.100000	-30.500000	162.000000	-18.792592
8824.000000	97.800000	2.200000	207.000000	-18.431443
8825.000000	149.600000	-10.300000	125.000000	-20.235168
8826.000000	236.600000	29.500000	124.000000	-18.520462
8827.000000	286.200000	0.300000	195.000000	-17.638908
8828.000000	171.700000	-6.500000	216.000000	-19.751588
8829.000000	346.900000	16.000000	179.000000	-20.251654
8830.000000	308.100000	37.300000	203.000000	-17.798527
8831.000000	36.000000	-72.700000	211.000000	-19.191912
8832.000000	128.700000	25.600000	168.000000	-19.093106
8833.000000	322.400000	76.000000	171.000000	-21.729832
8834.000000	338.900000	-62.400000	217.000000	-19.853493
8835.000000	50.500000	19.900000	183.000000	-17.935343
8836.000000	135.100000	-60.200000	124.000000	-19.844081
8837.000000	79.200000	17.300000	82.000000	-19.098972
8838.000000	219.800000	80.300000	204.000000	-20.245815
8839.000000	315.200000	51.300000	139.000000	-17.442914
8840.000000	261.400000	-48.400000	132.000000	-18.163504
8841.000000	191.100000	34.700000	215.000000	-21.022739
8842.000000	220.400000	18.700000	95.000000	-17.510714
8843.000000	221.900000	47.800000	152.000000	-20.777679
8844.000000	188.400000	57.400000	148.000000	-19.065712
8845.000000	109.500000	59.200000	54.000000	-17.857685
8846.000000	28.600000	-45.100000	175.000000	-18.182792
8847.000000	98.600000	2.400000	191.000000	-17.811523
8848.000000	312.500000	-16.400000	159.000000	-20.089831
8849.000000	299.700000	-11.100000	109.000000	-21.051123
8850.000000	119.900000	-37.400000	212.000000	-21.060873
8851.000000	260.200000	-12.200000	184.000000	-21.945669
8852.000000	325.000000	38.400000	178.000000	-20.793893
8853.000000	303.300000	-31.100000	157.000000	-19.316393
8854.000000	24.400000	79.700000	215.000000	-19.103446
8855.000000	286.600000	9.200000	48.000000	-17.513830
8856.000000	111.800000	47.900000	177.000000	-17.220196
8857.000000	136.800000	14.300000	62.000000	-18.525381
8858.000000	64.000000	37.100000	150.000000	-18.072272
8859.000000	236.800000	-44.700000	202.000000	-18.765767
8860.000000	51.800000	-17.600000	192.000000	-18.613832
8861.000000	227.300000	-17.700000	201.000000	-19.317374
8862.000000	317.000000	2.400000	45.000000	-17.142072
8863.000000	280.200000	10.200000	216.000000	-20.953639
8864.000000	348.900000	-5.200000	193.000000	-17.648098
8865.000000	94.000000	44.900000	151.000000	-17.097626
8866.000000	231.600000	-6.600000	203.000000	-21.894575
8867.000000	31.100000	-14.700000	182.000000	-22.128769
8868.000000	66.800000	-0.900000	63.000000	-19.392806
8869.000000	300.700000	-31.000000	176.000000	-17.847506
8870.000000	207.200000	-41.300000	204.000000	-20.331620
8871.000000	155.800000	38.400000	46.000000	-19.251846
8872.000000	66.200000	13.500000	208.000000	-18.992214
8873.000000	5.700000	6.900000	182.000000	-20.627597
8874.000000	268.600000	-22.200000	94.000000	-18.857922
8875.000000	28.100000	32.300000	204.000000	-19.668312
8876.000000	302.000000	-33.300000	166.000000	-18.337717
8877.000000	89.300000	57.200000	175.000000	-21.721759
8878.000000	98.500000	21.300000	77.000000	-19.969548
8879.000000	349.300000	11.100000	70.000000	-19.985466
8880.000000	101.100000	-33.900000	148.000000	-19.294988
8881.000000	146.200000	11.800000	140.000000	-18.945357
8882.000000	202.400000	54.400000	91.000000	-21.010173
8883.000000	181.800000	18.300000	180.000000	-17.280369
8884.000000	196.700000	47.700000	210.000000	-19.372675
8885.000000	195.900000	11.100000	54.000000	-18.951742
8886.000000	55.300000	14.300000	131.000000	-17.168688
8887.000000	81.600000	-14.500000	187.000000	-17.451173
8888.000000	119.400000	-28.300000	134.000000	-21.630742
8889.000000	317.700000	39.800000	203.000000	-18.797981
8890.000000	280.600000	30.800000	168.000000	-19.601139
8891.000000	165.200000	-43.400000	184.000000	-18.858739
8892.000000	250.800000	-72.900000	181.000000	-20.751059
8893.000000	140.600000	-13.700000	152.000000	-18.050989
8894.000000	0.700000	5.500000	197.000000	-21.383784
8895.000000	179.600000	-16.800000	176.000000	-19.699684
8896.000000	160.100000	61.000000	195.000000	-19.862221
8897.000000	117.600000	67.800000	191.000000	-20.161385
8898.000000	61.500000	-67.400000	214.000000	-19.622013
8899.000000	187.400000	-42.300000	146.000000	-17.674045
8900.000000	44.200000	3.700000	202.000000	-21.012416
8901.000000	117.900000	15.900000	48.000000	-21.152209
8902.000000	285.600000	-12.700000	154.000000	-19.103645
8903.000000	186.400000	-11.700000	205.000000	-17.631210
8904.000000	41.400000	41.500000	203.000000	-21.117776
8905.000000	275.000000	30.800000	174.000000	-18.450495
8906.000000	353.900000	9.300000	202.000000	-17.217092
8907.000000	59.300000	21.300000	195.000000	-20.194581
8908.000000	6.900000	-60.700000	201.000000	-19.672104
8909.000000	346.300000	-26.100000	214.000000	-20.710630
8910.000000	132.500000	57.800000	174.000000	-17.223460
8911.000000	12.400000	-4.000000	203.000000	-20.150932
8912.000000	256.100000	-36.900000	174.000000	-17.652749
8913.000000	329.800000	39.500000	211.000000	-17.166410
8914.000000	18.300000	-15.100000	94.000000	-20.544888
8915.000000	277.800000	-35.000000	146.000000	-21.456232
8916.000000	319.600000	2.200000	212.000000	-18.431022
8917.000000	14.500000	-61.100000	194.000000	-19.678969
8918.000000	258.500000	-62.600000	171.000000	-20.567354
8919.000000	344.600000	-50.700000	161.000000	-21.204112
8920.000000	78.900000	-20.500000	119.000000	-17.953127
8921.000000	146.500000	1.400000	193.000000	-19.811795
8922.000000	334.400000	-32.100000	178.000000	-19.583872
8923.000000	176.700000	8.500000	160.000000	-18.920133
8924.000000	220.800000	25.900000	208.000000	-20.229426
8925.000000	51.100000	62.500000	219.000000	-17.916921
8926.000000	42.300000	38.800000	193.000000	-17.839884
8927.000000	117.200000	25.800000	189.000000	-18.569708
8928.000000	158.600000	-75.700000	81.000000	-17.015329
8929.000000	245.100000	38.000000	119.000000	-22.390067
8930.000000	312.600000	-15.400000	141.000000	-20.920632
8931.000000	242.600000	12.300000	193.000000	-18.856654
8932.000000	33.100000	45.400000	135.000000	-18.531101
8933.000000	353.000000	-33.600000	217.000000	-18.682593
8934.000000	273.100000	-25.900000	213.000000	-20.709689
8935.000000	58.300000	12.600000	194.000000	-18.250695
8936.000000	91.100000	57.900000	183.000000	-20.592995
8937.000000	246.800000	29.300000	153.000000	-19.195104
8938.000000	132.100000	-47.400000	119.000000	-19.138713
8939.000000	238.100000	20.200000	173.000000	-17.963317
8940.000000	333.800000	53.900000	178.000000	-20.652639
8941.000000	44.700000	-16.300000	188.000000	-19.857439
8942.000000	225.000000	-46.000000	144.000000	-17.199645
8943.000000	286.600000	-29.800000	173.000000	-19.259461
8944.000000	330.000000	-62.400000	194.000000	-17.214138
8945.000000	115.500000	-3.200000	185.000000	-18.149855
8946.000000	237.000000	-5.200000	122.000000	-20.887067
8947.000000	266.900000	9.700000	208.000000	-19.920931
8948.000000	135.600000	62.300000	139.000000	-18.300850
8949.000000	271.100000	27.700000	113.000000	-17.173488
8950.000000	116.100000	-52.400000	182.000000	-19.132914
8951.000000	52.000000	12.200000	208.000000	-17.748437
8952.000000	160.500000	4.800000	163.000000	-18.396361
8953.000000	140.400000	44.700000	139.000000	-17.419464
8954.000000	264.800000	46.100000	138.000000	-18.111013
8955.000000	146.100000	53.100000	216.000000	-19.278550
8956.000000	305.800000	37.700000	165.000000	-18.438956
8957.000000	282.100000	20.500000	175.000000	-17.724015
8958.000000	103.700000	42.100000	187.000000	-20.530408
8959.000000	347.200000	49.000000	84.000000	-18.394557
8960.000000	243.100000	-41.800000	209.000000	-17.688313
8961.000000	87.000000	47.300000	155.000000	-18.745124
8962.000000	90.900000	-36.900000	167.000000	-18.633062
8963.000000	356.900000	-38.800000	177.000000	-17.141811
8964.000000	39.200000	52.000000	216.000000	-17.342283
8965.000000	315.900000	-37.700000	111.000000	-19.100826
8966.000000	134.400000	-49.700000	178.000000	-17.368272
8967.000000	28.700000	-56.400000	144.000000	-18.712699
8968.000000	325.300000	-50.300000	155.000000	-20.193525
8969.000000	317.100000	-50.400000	157.000000	-17.789545
8970.000000	273.900000	-35.500000	198.000000	-17.495096
8971.000000	297.700000	-73.700000	157.000000	-19.008745
8972.000000	276.900000	50.600000	159.000000	-17.478760
8973.000000	115.500000	-33.800000	140.000000	-18.702563
8974.000000	282.800000	-7.800000	149.000000	-17.503418
8975.000000	26.400000	-27.600000	172.000000	-18.538808
8976.000000	149.700000	-19.100000	206.000000	-17.474598
8977.000000	225.800000	-15.900000	147.000000	-20.970514
8978.000000	182.700000	-49.400000	165.000000	-18.253445
8979.000000	151.800000	26.500000	187.000000	-17.750513
8980.000000	100.200000	-12.300000	205.000000	-19.609376
8981.000000	38.600000	7.400000	204.000000	-18.933527
8982.000000	257.300000	56.800000	207.000000	-20.025406
8983.000000	232.700000	-2.100000	32.000000	-21.019088
8984.000000	304.400000	-0.800000	168.000000	-19.569327
8985.000000	201.600000	27.700000	181.000000	-17.389696
8986.000000	243.800000	64.700000	72.000000	-19.312627
8987.000000	20.700000	-40.500000	191.000000	-17.667330
8988.000000	234.000000	-11.000000	192.000000	-19.004901
8989.000000	334.700000	80.800000	55.000000	-17.486591
8990.000000	292.900000	-31.300000	107.000000	-19.458380
8991.000000	291.400000	-39.700000	169.000000	-18.716101
8992.000000	224.300000	11.400000	162.000000	-17.579694
8993.000000	299.200000	28.200000	111.000000	-17.716566
8994.000000	335.400000	36.800000	204.000000	-21.695709
8995.000000	66.400000	1.200000	115.000000	-18.684712
8996.000000	341.600000	-63.800000	60.000000	-20.604891
8997.000000	59.100000	-32.400000	163.000000	-17.063391
8998.000000	70.800000	48.800000	168.000000	-19.466450
8999.000000	4.800000	-49.200000	196.000000	-17.408970
9000.000000	184.300000	-51.400000	166.000000	-20.497803
9001.000000	157.100000	27.900000	165.000000	-19.988759
9002.000000	75.600000	-37.900000	186.000000	-18.902110
9003.000000	12.000000	51.400000	170.000000	-19.880262
9004.000000	193.200000	-7.000000	144.000000	-17.399614
9005.000000	315.200000	-59.400000	134.000000	-17.154254
9006.000000	217.000000	55.400000	173.000000	-17.728486
9007.000000	52.400000	-17.700000	145.000000	-19.207107
9008.000000	182.700000	-48.300000	171.000000	-19.355674
9009.000000	85.000000	0.400000	202.000000	-19.310085
9010.000000	124.300000	66.100000	104.000000	-18.604841
9011.000000	93.000000	0.500000	108.000000	-20.072940
9012.000000	344.300000	-77.800000	199.000000	-17.632626
9013.000000	259.600000	68.300000	67.000000	-17.499068
9014.000000	139.700000	-58.000000	115.000000	-17.233237
9015.000000	186.500000	-60.200000	216.000000	-18.680421
9016.000000	113.800000	57.200000	216.000000	-20.272818
9017.000000	83.800000	-1.600000	39.000000	-20.115173
9018.000000	302.200000	29.000000	140.000000	-20.587685
9019.000000	28.700000	27.100000	203.000000	-17.850018
9020.000000	329.100000	2.000000	120.000000	-21.278357
9021.000000	44.400000	-31.000000	91.000000	-18.741477
9022.000000	166.000000	30.800000	131.000000	-17.847218
9023.000000	340.000000	-37.200000	161.000000	-19.169184
9024.000000	45.700000	-33.800000	132.000000	-17.432549
9025.000000	266.100000	-9.500000	187.000000	-20.746045
9026.000000	84.700000	-49.100000	138.000000	-19.784571
9027.000000	282.500000	-37.900000	154.000000	-20.140805
9028.000000	174.000000	-33.900000	154.000000	-19.144675
9029.000000	156.600000	48.400000	77.000000	-18.994096
9030.000000	8.200000	36.400000	209.000000	-17.507585
9031.000000	163.100000	-3.800000	187.000000	-18.279516
9032.000000	242.600000	5.000000	185.000000	-17.567884
9033.000000	255.900000	21.600000	169.000000	-18.039241
9034.000000	26.400000	30.400000	136.000000	-18.366479
9035.000000	301.400000	-3.800000	216.000000	-18.517681
9036.000000	101.500000	7.300000	126.000000	-19.038870
9037.000000	1.900000	-40.100000	169.000000	-17.515701
9038.000000	184.400000	-29.100000	153.000000	-19.331128
9039.000000	317.100000	35.200000	192.000000	-19.664375
9040.000000	6.200000	-1.300000	193.000000	-19.851994
9041.000000	86.500000	15.200000	187.000000	-18.199511
9042.000000	326.400000	43.400000	141.000000	-21.576676
9043.000000	50.000000	57.100000	201.000000	-18.602246
9044.000000	99.700000	-49.400000	148.000000	-20.421107
9045.000000	124.400000	43.400000	211.000000	-20.091421
9046.000000	217.100000	6.700000	154.000000	-18.465701
9047.000000	233.200000	27.300000	173.000000	-20.204022
9048.000000	285.500000	13.200000	210.000000	-19.796190
9049.000000	324.300000	-25.600000	217.000000	-17.053798
9050.000000	296.700000	-5.500000	33.000000	-17.193589
9051.000000	109.400000	-55.100000	161.000000	-18.323913
9052.000000	163.500000	-9.600000	213.000000	-19.998229
9053.000000	115.200000	57.300000	217.000000	-17.347149
9054.000000	161.500000	49.600000	119.000000	-17.188857
9055.000000	7.600000	1.600000	142.000000	-19.015450
9056.000000	91.100000	-6.100000	213.000000	-18.981311
9057.000000	116.900000	14.000000	103.000000	-20.402825
9058.000000	29.100000	61.000000	81.000000	-20.381387
9059.000000	21.100000	3.500000	179.000000	-17.725622
9060.000000	205.200000	10.200000	141.000000	-20.803004
9061.000000	18.300000	14.700000	188.000000	-17.138435
9062.000000	100.100000	1.000000	161.000000	-18.398837
9063.000000	260.900000	-6.600000	159.000000	-18.856022
9064.000000	8.900000	25.900000	95.000000	-18.504171
9065.000000	73.900000	5.000000	98.000000	-19.158383
9066.000000	246.400000	41.400000	185.000000	-18.059793
9067.000000	83.100000	-20.700000	110.000000	-18.292452
9068.000000	67.600000	-51.900000	200.000000	-19.520822
9069.000000	172.700000	-14.500000	201.000000	-19.285200
9070.000000	96.700000	-41.300000	155.000000	-17.981915
9071.000000	58.300000	26.900000	183.000000	-20.597790
9072.000000	120.400000	-4.000000	122.000000	-20.096345
9073.000000	68.800000	-43.100000	203.000000	-17.179937
9074.000000	160.600000	-26.400000	207.000000	-20.960176
9075.000000	283.200000	-0.200000	187.000000	-18.034915
9076.000000	320.800000	-49.300000	199.000000	-17.479556
9077.000000	20.700000	25.700000	124.000000	-19.353336
9078.000000	300.500000	-55.000000	217.000000	-20.894199
9079.000000	311.900000	55.300000	124.000000	-17.370985
9080.000000	16.400000	-27.300000	120.000000	-19.489554
9081.000000	288.200000	39.500000	140.000000	-21.662301
9082.000000	357.900000	22.300000	211.000000	-20.185418
9083.000000	342.800000	-42.000000	217.000000	-21.053577
9084.000000	62.400000	-18.900000	40.000000	-17.435505
9085.000000	288.200000	14.200000	147.000000	-17.471749
9086.000000	92.100000	35.100000	215.000000	-20.112081
9087.000000	131.300000	72.500000	100.000000	-20.064040
9088.000000	236.200000	71.400000	180.000000	-18.454412
9089.000000	198.800000	3.000000	85.000000	-19.183074
9090.000000	321.500000	11.700000	146.000000	-21.415605
9091.000000	178.600000	-27.500000	190.000000	-20.263297
9092.000000	218.600000	-21.200000	156.000000	-17.439090
9093.000000	231.200000	-27.700000	118.000000	-18.659827
9094.000000	83.900000	-5.900000	215.000000	-20.019606
9095.000000	3.700000	42.800000	172.000000	-17.436406
9096.000000	193.800000	34.000000	192.000000	-18.770816
9097.000000	132.500000	-53.100000	179.000000	-19.265995
9098.000000	274.300000	-6.400000	215.000000	-20.521392
9099.000000	166.400000	37.200000	197.000000	-17.438734
9100.000000	302.500000	-19.000000	119.000000	-18.504179
9101.000000	118.400000	38.200000	159.000000	-18.856220
9102.000000	56.300000	71.100000	152.000000	-17.215034
9103.000000	209.500000	-13.300000	175.000000	-18.726093
9104.000000	44.800000	26.200000	207.000000	-20.369850
9105.000000	156.100000	27.800000	125.000000	-19.103941
9106.000000	295.800000	-52.000000	209.000000	-20.306116
9107.000000	145.200000	17.000000	169.000000	-20.592598
9108.000000	42.100000	62.000000	169.000000	-17.200381
9109.000000	266.000000	81.400000	119.000000	-19.560287
9110.000000	51.300000	-0.600000	139.000000	-21.200604
9111.000000	176.600000	49.400000	193.000000	-19.670538
9112.000000	228.700000	-3.400000	202.000000	-18.676825
9113.000000	206.600000	-16.500000	159.000000	-19.009708
9114.000000	29.800000	53.000000	186.000000	-17.224914
9115.000000	98.500000	85.900000	163.000000	-18.134072
9116.000000	212.800000	34.000000	71.000000	-18.078770
9117.000000	162.200000	-57.400000	208.000000	-18.430080
9118.000000	346.000000	-33.700000	180.000000	-18.353830
9119.000000	64.100000	31.600000	163.000000	-19.212152
9120.000000	258.000000	-4.200000	139.000000	-17.715389
9121.000000	328.000000	-12.500000	94.000000	-19.794993
9122.000000	312.100000	-13.800000	210.000000	-18.809590
9123.000000	17.000000	20.500000	196.000000	-18.430177
9124.000000	255.300000	-2.000000	92.000000	-20.087014
9125.000000	117.500000	-26.800000	196.000000	-18.266471
9126.000000	57.100000	17.700000	160.000000	-17.984362
9127.000000	108.700000	-0.200000	148.000000	-19.689816
9128.000000	276.600000	21.700000	119.000000	-18.575132
9129.000000	8.700000	-6.300000	146.000000	-17.367950
9130.000000	303.500000	17.400000	199.000000	-20.820329
9131.000000	81.600000	46.800000	199.000000	-21.263752
9132.000000	228.700000	13.400000	79.000000	-19.218674
9133.000000	228.100000	3.300000	170.000000	-18.285158
9134.000000	51.400000	38.100000	208.000000	-18.499874
9135.000000	67.400000	45.400000	197.000000	-19.502248
9136.000000	169.400000	39.600000	174.000000	-21.862940
9137.000000	15.300000	-57.200000	177.000000	-17.324344
9138.000000	68.500000	36.100000	161.000000	-18.598218
9139.000000	105.700000	31.600000	119.000000	-17.453324
9140.000000	267.200000	70.200000	155.000000	-17.822801
9141.000000	127.600000	39.100000	146.000000	-17.156182
9142.000000	299.700000	-34.400000	197.000000	-18.423196
9143.000000	303.000000	14.400000	173.000000	-17.640177
9144.000000	35.500000	15.200000	195.000000	-18.310342
9145.000000	69.600000	-4.900000	173.000000	-18.453014
9146.000000	49.700000	12.600000	113.000000	-19.773626
9147.000000	221.500000	-68.300000	183.000000	-18.143242
9148.000000	55.300000	25.400000	120.000000	-18.476980
9149.000000	186.300000	6.600000	197.000000	-18.245088
9150.000000	320.800000	-64.400000	117.000000	-18.883453
9151.000000	215.600000	-74.600000	192.000000	-19.221307
9152.000000	336.000000	-2.200000	194.000000	-18.122003
9153.000000	37.300000	19.200000	209.000000	-17.400759
9154.000000	146.100000	-68.200000	172.000000	-19.896574
9155.000000	277.900000	29.200000	96.000000	-17.840900
9156.000000	5.300000	5.800000	210.000000	-18.108727
9157.000000	260.600000	13.700000	85.000000	-17.634252
9158.000000	267.400000	-9.500000	144.000000	-17.241945
9159.000000	259.700000	59.300000	137.000000	-19.784506
9160.000000	157.100000	-3.200000	216.000000	-18.031121
9161.000000	60.600000	-5.900000	12.000000	-19.960625
9162.000000	305.600000	-2.400000	149.000000	-17.185646
9163.000000	215.000000	-21.700000	103.000000	-18.765643
9164.000000	212.300000	84.400000	161.000000	-22.256193
9165.000000	142.500000	31.700000	167.000000	-17.547302
9166.000000	206.200000	39.500000	180.000000	-21.150803
9167.000000	117.000000	-83.100000	202.000000	-21.737429
9168.000000	80.700000	-42.100000	155.000000	-18.645442
9169.000000	89.900000	0.900000	145.000000	-18.416966
9170.000000	252.000000	75.300000	131.000000	-20.177350
9171.000000	310.700000	-14.100000	180.000000	-17.881017
9172.000000	57.700000	-1.900000	129.000000	-17.613284
9173.000000	273.300000	-0.800000	197.000000	-19.972696
9174.000000	53.800000	-48.000000	116.000000	-19.731612
9175.000000	47.400000	-38.400000	190.000000	-18.566926
9176.000000	118.100000	-2.100000	214.000000	-19.776992
9177.000000	168.700000	45.700000	163.000000	-19.193865
9178.000000	230.500000	69.000000	169.000000	-17.151087
9179.000000	33.900000	67.000000	147.000000	-17.826220
9180.000000	293.600000	-18.700000	116.000000	-17.683547
9181.000000	131.400000	1.500000	214.000000	-18.348239
9182.000000	355.700000	-29.500000	208.000000	-19.195979
9183.000000	54.300000	32.400000	48.000000	-19.375418
9184.000000	256.400000	40.700000	176.000000	-17.657494
9185.000000	215.200000	-1.900000	182.000000	-19.536345
9186.000000	301.800000	22.900000	188.000000	-20.815713
9187.000000	242.200000	-34.800000	185.000000	-19.141965
9188.000000	237.500000	29.600000	170.000000	-20.126926
9189.000000	279.900000	-10.300000	148.000000	-18.358666
9190.000000	286.400000	-66.700000	104.000000	-20.990021
9191.000000	33.500000	31.400000	109.000000	-21.166759
9192.000000	322.000000	-12.900000	126.000000	-19.734921
9193.000000	11.700000	36.400000	92.000000	-19.994577
9194.000000	242.400000	-6.200000	162.000000	-17.520977
9195.000000	6.800000	-5.400000	161.000000	-18.671028
9196.000000	19.300000	-3.300000	202.000000	-18.290209
9197.000000	160.100000	3.600000	181.000000	-18.328968
9198.000000	243.300000	-48.900000	212.000000	-17.293206
9199.000000	28.500000	-9.900000	219.000000	-19.220616
9200.000000	329.300000	76.900000	148.000000	-17.896772
9201.000000	318.900000	24.800000	173.000000	-17.922023
9202.000000	247.300000	42.400000	130.000000	-18.313831
9203.000000	140.300000	-30.800000	150.000000	-19.764534
9204.000000	356.400000	35.100000	131.000000	-21.612636
9205.000000	281.200000	-71.700000	90.000000	-20.291981
9206.000000	170.600000	41.800000	210.000000	-17.554032
9207.000000	158.300000	-37.400000	196.000000	-18.018107
9208.000000	252.400000	35.900000	195.000000	-18.024772
9209.000000	169.200000	-11.200000	179.000000	-19.213629
9210.000000	197.200000	39.300000	79.000000	-18.495715
9211.000000	221.700000	5.200000	57.000000	-18.228074
9212.000000	118.800000	10.500000	215.000000	-20.855195
9213.000000	106.100000	81.600000	203.000000	-21.677694
9214.000000	339.700000	-2.000000	129.000000	-19.114170
9215.000000	181.000000	-17.900000	142.000000	-18.460955
9216.000000	257.700000	-25.200000	180.000000	-18.691104
9217.000000	265.500000	56.900000	148.000000	-19.404409
9218.000000	32.500000	-42.200000	210.000000	-20.305722
9219.000000	0.900000	-6.900000	44.000000	-19.982664
9220.000000	142.800000	-75.400000	114.000000	-20.881099
9221.000000	318.500000	46.100000	171.000000	-19.650800
9222.000000	107.500000	-30.200000	158.000000	-18.023851
9223.000000	101.600000	-39.000000	204.000000	-19.082799
9224.000000	236.900000	-51.000000	171.000000	-19.450909
9225.000000	197.600000	29.600000	217.000000	-18.142901
9226.000000	292.200000	18.500000	177.000000	-19.733006
9227.000000	353.800000	29.800000	188.000000	-19.148233
9228.000000	208.400000	9.800000	123.000000	-20.440462
9229.000000	267.700000	-67.100000	175.000000	-20.916776
9230.000000	177.400000	59.500000	33.000000	-18.373795
9231.000000	307.500000	-12.500000	178.000000	-19.413027
9232.000000	123.200000	6.600000	162.000000	-17.279503
9233.000000	350.900000	5.200000	108.000000	-18.050762
9234.000000	76.100000	-37.500000	191.000000	-19.618068
9235.000000	189.600000	26.100000	192.000000	-18.269187
9236.000000	37.200000	-0.500000	196.000000	-17.600352
9237.000000	107.300000	-45.100000	115.000000	-19.755583
9238.000000	233.900000	-49.300000	97.000000	-18.508840
9239.000000	134.100000	-19.900000	216.000000	-18.291960
9240.000000	230.600000	18.300000	154.000000	-17.248715
9241.000000	351.200000	-0.400000	171.000000	-20.836137
9242.000000	352.300000	-2.300000	112.000000	-17.421416
9243.000000	142.600000	-1.000000	97.000000	-17.460194
9244.000000	346.000000	-18.800000	215.000000	-20.321664
9245.000000	51.600000	-36.200000	163.000000	-17.800999
